date,ex_gross,turnover,ex_net10,ex_net20,ex_net30
2022-07-01,0.0021529337391257286,1.0000000016007107,0.001152933737525018,0.00015293373592430723,-0.0008470662656764032
2022-07-04,-0.0004527932032942772,0.06335987150669098,-0.0005161530748009681,-0.0005795129463076591,-0.0006428728178143502
2022-07-05,0.0007412824779748917,0.03502945601940155,0.0007062530219554902,0.0006712235659360886,0.0006361941099166871
2022-07-06,0.0007430175319314003,0.0329214446246624,0.0007100960873067379,0.0006771746426820755,0.0006442531980574131
2022-07-07,-0.00011319015175104141,0.0271887369453907,-0.00014037888869643212,-0.00016756762564182283,-0.0001947563625872135
2022-07-08,0.0006778603419661522,0.0356622040271759,0.0006421981379389763,0.0006065359339118004,0.0005708737298846245
2022-07-11,-0.00048774294555187225,0.028889473527669907,-0.0005166324190795422,-0.0005455218926072121,-0.000574411366134882
2022-07-12,-0.0006482675671577454,0.04502551257610321,-0.0006932930797338485,-0.0007383185923099518,-0.000783344104886055
2022-07-13,0.0006380043923854828,0.03724450245499611,0.0006007598899304867,0.0005635153874754906,0.0005262708850204945
2022-07-14,0.000903748907148838,0.03308893367648125,0.0008706599734723568,0.0008375710397958755,0.0008044821061193943
2022-07-15,-0.0007215850055217743,0.04554859548807144,-0.0007671336010098458,-0.0008126821964979172,-0.0008582307919859886
2022-07-18,0.0005980664864182472,0.07783423364162445,0.0005202322527766228,0.0004423980191349983,0.00036456378549337384
2022-07-19,0.0006128689274191856,0.06014641746878624,0.0005527225099503994,0.0004925760924816132,0.0004324296750128269
2022-07-20,0.0009521585889160633,0.053273990750312805,0.0008988845981657505,0.0008456106074154377,0.0007923366166651249
2022-07-21,0.0008711046539247036,0.03851984441280365,0.0008325848095118999,0.0007940649650990963,0.0007555451206862926
2022-07-22,0.0022384803742170334,0.03909207880496979,0.0021993882954120638,0.0021602962166070937,0.002121204137802124
2022-07-25,0.00012365728616714478,0.05045819282531738,7.319909334182739e-05,2.274090051651001e-05,-2.771729230880736e-05
2022-07-26,0.0007929392158985138,0.04903411120176315,0.0007439051046967506,0.0006948709934949874,0.0006458368822932243
2022-07-27,0.000206782016903162,0.031781233847141266,0.00017500078305602074,0.00014321954920887948,0.0001114383153617382
2022-07-28,-0.00019150087609887123,0.03178252652287483,-0.00022328340262174607,-0.0002550659291446209,-0.00028684845566749574
2022-07-29,0.0003437744453549385,0.03907116502523422,0.0003047032803297043,0.0002656321153044701,0.00022656095027923583
2022-08-01,0.0015412122011184692,0.03146950528025627,0.001509742695838213,0.0014782731905579568,0.0014468036852777004
2022-08-02,0.0003889543004333973,0.0490088053047657,0.0003399454951286316,0.0002909366898238659,0.00024192788451910018
2022-08-03,0.0001759938895702362,0.07153503596782684,0.00010445885360240936,3.292381763458251e-05,-3.8611218333244333e-05
2022-08-04,0.0004512220621109009,0.02099013328552246,0.0004302319288253784,0.00040924179553985596,0.0003882516622543335
2022-08-05,3.940518945455551e-05,0.05653700977563858,-1.713182032108307e-05,-7.366883009672165e-05,-0.00013020583987236023
2022-08-08,-0.0007427656091749668,0.059739284217357635,-0.0008025048933923244,-0.000862244177609682,-0.0009219834618270397
2022-08-09,0.00021599035244435072,0.03681538254022598,0.00017917496990412472,0.00014235958736389875,0.00010554420482367277
2022-08-10,0.001076510176062584,0.03366166353225708,0.0010428485125303269,0.0010091868489980698,0.0009755251854658127
2022-08-11,0.0015804599970579147,0.03343701735138893,0.0015470229797065259,0.0015135859623551368,0.001480148945003748
2022-08-12,-0.0003823051229119301,0.034313756972551346,-0.0004166188798844814,-0.0004509326368570328,-0.0004852463938295841
2022-08-15,0.00021486636251211166,0.02418678253889084,0.00019067957997322084,0.00016649279743432999,0.00014230601489543913
2022-08-16,0.0004673210787586868,0.03182659670710564,0.00043549448205158114,0.0004036678853444755,0.0003718412886373699
2022-08-17,-0.0004924987442791462,0.03834503889083862,-0.0005308437831699848,-0.0005691888220608235,-0.0006075338609516621
2022-08-18,0.0005480041727423668,0.039330217987298965,0.0005086739547550678,0.00046934373676776886,0.0004300135187804699
2022-08-19,0.00016956450417637825,0.035598427057266235,0.00013396607711911202,9.836765006184579e-05,6.276922300457955e-05
2022-08-22,-0.0005324182566255331,0.04541361331939697,-0.0005778318699449301,-0.000623245483264327,-0.000668659096583724
2022-08-23,0.0006605833768844604,0.04328296333551407,0.0006173004135489464,0.0005740174502134323,0.0005307344868779182
2022-08-24,0.0020318927709013224,0.03559476509690285,0.0019962980058044195,0.0019607032407075167,0.0019251084756106139
2022-08-25,0.0008791950531303883,0.037310224026441574,0.0008418848291039467,0.0008045746050775051,0.0007672643810510636
2022-08-26,0.00037859566509723663,0.02902294136583805,0.0003495727237313986,0.0003205497823655605,0.0002915268409997225
2022-08-29,0.0007693530060350895,0.030517980456352234,0.0007388350255787372,0.000708317045122385,0.0006777990646660328
2022-08-30,0.0017513427883386612,0.026554174721240997,0.0017247886136174202,0.0016982344388961792,0.0016716802641749383
2022-08-31,0.00022826530039310455,0.025470077991485596,0.00020279522240161896,0.00017732514441013336,0.00015185506641864776
2022-09-01,0.0008612005040049553,0.034897349774837494,0.0008263031542301178,0.0007914058044552803,0.0007565084546804428
2022-09-02,0.0002862480469048023,0.044939808547496796,0.00024130823835730552,0.00019636842980980872,0.00015142862126231194
2022-09-05,-0.0005151722580194473,0.027880486100912094,-0.0005430527441203594,-0.0005709332302212715,-0.0005988137163221836
2022-09-06,0.00066408421844244,0.03956872969865799,0.0006245154887437821,0.0005849467590451241,0.000545378029346466
2022-09-07,0.0005377093330025673,0.04697727411985397,0.0004907320588827133,0.00044375478476285933,0.0003967775106430054
2022-09-08,6.187544204294682e-05,0.02751976251602173,3.435567952692509e-05,6.83591701090336e-06,-2.068384550511837e-05
2022-09-09,0.0003027211641892791,0.03371048718690872,0.00026901067700237037,0.00023530018981546163,0.0002015897026285529
2022-09-13,0.001013370230793953,0.026250943541526794,0.0009871192872524261,0.0009608683437108994,0.0009346174001693726
2022-09-14,-3.4943222999572754e-06,0.020730499178171158,-2.4224821478128435e-05,-4.4955320656299594e-05,-6.568581983447074e-05
2022-09-15,0.0009485445916652679,0.0427069216966629,0.0009058376699686051,0.0008631307482719422,0.0008204238265752792
2022-09-16,-0.00011397432535886765,0.04554959386587143,-0.0001595239192247391,-0.0002050735130906105,-0.0002506231069564819
2022-09-19,-0.000672648660838604,0.04944019764661789,-0.0007220888584852219,-0.0007715290561318398,-0.0008209692537784576
2022-09-20,0.0005705653456971049,0.04144750535488129,0.0005291178403422236,0.0004876703349873424,0.00044622282963246106
2022-09-21,0.00020458130165934563,0.02931888774037361,0.00017526241391897202,0.0001459435261785984,0.00011662463843822479
