feat,gain_down,gain_up,share_down,share_up,下尾偏好,family,agg
prevent_defense_lead_passivation_5m|lh,1815.1892986297607,939.1768970489502,0.0011993871881196784,0.0010755367625695247,0.0001238504255501537,其他,lh
fractional_reserve_liq_5m|lh,758.877498626709,331.6210012435913,0.0005014286663612774,0.0003797693269482189,0.00012165933941305851,其他,lh
bloodless_displacement_5m|mean,4858.847180366516,2697.304801940918,0.003210485573907998,0.0030889287028443204,0.00012155687106367745,其他,mean
scarcity_panic_buy_elasticity_5m|lh,281.24580574035645,57.873199462890625,0.00018583329924433528,6.627585685448725e-05,0.00011955744238984803,其他,lh
pre_move_liquidity_evaporation_lead_5m|mean,1154.0068035125732,561.4389982223511,0.0007625105415621088,0.0006429547877782515,0.0001195557537838573,流动性/枯竭,mean
present_bias_convexity_5m|std,596.2885036468506,248.7205991744995,0.00039399791098204364,0.0002848325473731824,0.00010916536360886122,情绪/行为偏差,std
patience_collapse_resubmit_5m|mean,1390.3119049072266,710.3263912200928,0.000918649249141542,0.0008134592637245561,0.00010518998541698596,其他,mean
tail_gamble_skew_5m|mean,1978.6451034545898,1052.891297340393,0.0013073906885142,0.0012057614500924961,0.00010162923842170382,大单/分单,mean
red_queen_queue_arms_race_5m|lh,1494.5384998321533,773.7613000869751,0.000987517021064097,0.0008861043391421463,0.0001014126819219506,队列/排队,lh
quorum_cascade_ignition_5m|lh,693.9312973022461,314.96490001678467,0.0004585154330999292,0.00036069491269590984,9.782052040401934e-05,其他,lh
book_near_far_ratio_5m|std,511.91570377349854,210.24260234832764,0.00033824854353575355,0.00024076789856568054,9.7480644970073e-05,其他,std
ud_vol_asym_5m|std,1207.032395362854,612.3040962219238,0.0007975472264718857,0.0007012050311585364,9.634219531334939e-05,其他,std
cue_revisit_relapse_surge_5m|std,462.75499153137207,186.7779998779297,0.0003057655796561438,0.00021389645117883397,9.18691284773098e-05,其他,std
bilateral_liquidity_flight_5m|lh,1655.1221027374268,875.6647052764893,0.001093622712680984,0.0010028031834777818,9.08195292032021e-05,流动性/枯竭,lh
range_pressure_asym_5m|mean,685.978798866272,318.72600173950195,0.000453260815994788,0.0003650020918687118,8.825872412607618e-05,其他,mean
fractional_reserve_liq_5m|mean,964.3527011871338,482.9669990539551,0.0006371965036955454,0.0005530893745604303,8.410712913511508e-05,其他,mean
headline_vs_allin_elasticity_5m|lh,1607.7730016708374,857.772294998169,0.001062336771742967,0.0009823129594467414,8.002381229622554e-05,其他,lh
board_break_reseal_aggression_5m|std,324.330997467041,118.7129020690918,0.00021430186006808746,0.00013594892588160554,7.835293418648193e-05,涨跌停/封板,std
cancel_reprice_chase_skew_5m|std,763.0253963470459,376.1152992248535,0.0005041693917430095,0.00043072378861985886,7.344560312315065e-05,撤单/犹豫,std
scarcity_panic_buy_elasticity_5m|std,293.5794982910156,105.90749931335449,0.000193982792434183,0.00012128429617597647,7.269849625820654e-05,其他,std
sell_wall_fill_rate_5m|std,1035.457010269165,535.7162885665894,0.0006841787095720713,0.0006134973767680318,7.068133280403949e-05,其他,std
house_money_bet_escalation_5m|lh,975.7606000900269,505.8864994049072,0.0006447342782944938,0.0005793365760031308,6.5397702291363e-05,其他,lh
outhead_target_sell_5m|std,212.80739974975586,67.00649833679199,0.00014061259009712812,7.673522689785382e-05,6.38773631992743e-05,其他,std
perishable_opportunity_urgency_5m|mean,909.1607933044434,469.5875997543335,0.0006007284244421307,0.0005377674092809864,6.296101516114431e-05,其他,mean
novelty_decay_trigger_followthrough_5m|lh,597.94420337677,293.97260189056396,0.0003950919153621585,0.00033665472555277046,5.843718980938804e-05,其他,lh
cancel_submit_ratio_buy_5m|std,513.0466003417969,245.62989902496338,0.0003389957839784608,0.00028129310592892384,5.770267804953695e-05,撤单/犹豫,std
near_seal_chase_skew_5m|std,84.34670066833496,0.0,5.5732122384223396e-05,0.0,5.5732122384223396e-05,涨跌停/封板,std
present_bias_convexity_5m|lh,136.52840042114258,30.396900177001953,9.02112051912176e-05,3.481025109460047e-05,5.5400954096617126e-05,情绪/行为偏差,lh
tit_for_tat_retaliation_5m|std,654.9992961883545,338.30090522766113,0.00043279109493910424,0.0003874190916814407,4.537200325766352e-05,其他,std
ud_vol_asym_5m|lh,930.8377017974854,499.6914005279541,0.0006150514519876452,0.0005722420056289524,4.280944635869273e-05,其他,lh
liquidity_vacuum_jump_share_5m|std,794.9419002532959,421.63330268859863,0.0005252582368037559,0.0004828505884142891,4.2407648389466794e-05,流动性/枯竭,std
slam_recovery_ratio_5m|mean,1416.332290649414,781.0811033248901,0.0009358422313350081,0.0008944869106277636,4.135532070724448e-05,其他,mean
retained_demand_imb_5m|mean,1036.8857069015503,562.3648996353149,0.0006851227215480597,0.0006440151215782915,4.1107599969768174e-05,其他,mean
near_uplimit_buy_press_5m|std,8210.958009719849,4708.349201202393,0.005425394390811321,0.005391958291158956,3.343609965236489e-05,涨跌停/封板,std
pressure_point_execution_choke_5m|std,143.96620082855225,54.369900703430176,9.512573533040064e-05,6.226391126904603e-05,3.2861824061354605e-05,其他,std
passive_buy_poison_asym_5m|mean,227.47130012512207,103.10010051727295,0.00015030176920993694,0.00011806928884150437,3.223248036843257e-05,其他,mean
going_once_urgency_rush_5m|mean,678.7419958114624,366.42249965667725,0.0004484790949514588,0.0004196236835166046,2.8855411434854225e-05,其他,mean
lemon_sell_into_strength_5m|lh,997.8533992767334,550.9863986968994,0.0006593321058126701,0.0006309845667375033,2.8347539075166848e-05,其他,lh
order_price_range_pos_mean_5m|std,1335.8281002044678,747.3840951919556,0.0008826490493993816,0.0008558974061910011,2.6751643208380534e-05,其他,std
passive_order_conc_5m|lh,453.9412965774536,239.46400260925293,0.00029994192654420407,0.0002742319779453352,2.5709948598868842e-05,其他,lh
pressure_point_execution_choke_5m|lh,118.1205997467041,47.886600494384766,7.804824218397177e-05,5.483929537451813e-05,2.3208946809453632e-05,其他,lh
cancel_resize_split_intensity_5m|lh,1139.1330976486206,645.1362972259521,0.0007526827333734247,0.0007388041664086277,1.3878566964796988e-05,撤单/犹豫,lh
cancel_at_touch_ratio_5m|mean,469.14899826049805,259.19860076904297,0.00030999042262841876,0.00029683185863031,1.315856399810878e-05,撤单/犹豫,mean
outhead_target_sell_5m|lh,263.761399269104,141.32309913635254,0.0001742804693938469,0.00016184191604266262,1.2438553351184269e-05,其他,lh
double_down_to_save_face_5m|lh,449.0693016052246,249.57830142974854,0.00029672275356060066,0.0002858147801237513,1.0907973436849352e-05,情绪/行为偏差,lh
schelling_anchor_convergence_5m|lh,462.64320182800293,261.8982992172241,0.0003056917145567374,0.0002999235285148593,5.7681860418781e-06,情绪/行为偏差,lh
frame_break_withdrawal_5m|std,1004.1280965805054,578.3090028762817,0.0006634781150256785,0.0006622741622720597,1.2039527536188057e-06,撤单/犹豫,std
gap_impatience_5m|std,0.0,0.0,0.0,0.0,0.0,其他,std
gap_impatience_5m|lh,0.0,0.0,0.0,0.0,0.0,其他,lh
pump_to_fomo_lag_5m|std,160.31740188598633,99.14419841766357,0.00010592979916741175,0.00011353902606499775,-7.609226897585994e-06,其他,std
tail_gamble_skew_5m|std,1600.674108505249,932.6392974853516,0.0010576461747242075,0.0010680499635525313,-1.0403788828323816e-05,大单/分单,std
impact_susceptibility_5m|std,564.2790985107422,337.49159812927246,0.0003728476813897022,0.00038649228062032906,-1.3644599230626863e-05,侵略性/主动,std
trade_price_reveal_5m|mean,1629.0732040405273,956.6976108551025,0.001076410890539198,0.0010956013232121338,-1.9190432672935766e-05,其他,mean
downlimit_capitulation_vs_defense_5m|lh,1139.5411987304688,677.157096862793,0.0007529523863563924,0.0007754740922602004,-2.252170590380802e-05,涨跌停/封板,lh
retained_demand_imb_5m|lh,784.1302976608276,472.72260093688965,0.0005181144652741216,0.0005413575838616567,-2.324311858753513e-05,其他,lh
near_seal_chase_skew_5m|lh,0.0,21.653799057006836,0.0,2.4797731937703643e-05,-2.4797731937703643e-05,涨跌停/封板,lh
relative_flow_strength_zscore_5m|mean,925.5437984466553,555.8286972045898,0.0006115535028432102,0.000636529922545042,-2.4976419701831787e-05,其他,mean
downlimit_capitulation_vs_defense_5m|std,928.4709968566895,560.4804010391235,0.0006134876505779559,0.0006418570110821931,-2.8369360504237233e-05,涨跌停/封板,std
novelty_decay_trigger_followthrough_5m|std,518.8675060272217,325.1609010696411,0.0003428419501648865,0.00037237127952094803,-2.9529329356061556e-05,其他,std
limit_lock_t1_overhang_5m|lh,21.285499572753906,38.4060001373291,1.4064403916197347e-05,4.398219886023743e-05,-2.991779494404008e-05,涨跌停/封板,lh
probe_sweep_retreat_5m|std,495.42269706726074,312.01579666137695,0.000327350781549185,0.0003573176266006868,-2.996684505150184e-05,侵略性/主动,std
forage_giveup_threshold_5m|mean,612.5531044006348,380.97910022735596,0.0004047447536274339,0.0004362937688871026,-3.154901525966871e-05,其他,mean
audience_contingent_display_5m|lh,378.85350608825684,247.30849838256836,0.0002503276334426853,0.0002832154225067726,-3.288778906408729e-05,其他,lh
cancel_resize_split_intensity_5m|std,847.9320936203003,518.1837959289551,0.0005602715321489554,0.0005934193271157175,-3.3147794966762096e-05,撤单/犹豫,std
averaging_down_staircase_buy_5m|std,518.08899974823,328.83100032806396,0.00034232755177260955,0.0003765742435068767,-3.4246691734267126e-05,其他,std
hot_hand_streak_chase_5m|lh,259.3325996398926,182.31369972229004,0.0001713541379428874,0.00020878397561472836,-3.7429837671840974e-05,其他,lh
uplimit_proximity_impact_5m|lh,240.21179962158203,176.68569946289062,0.00015872006028174655,0.0002023388413724415,-4.361878109069496e-05,涨跌停/封板,lh
uplimit_proximity_impact_5m|std,112.84930038452148,107.92670059204102,7.456522863573312e-05,0.0001235966669477434,-4.903143831201029e-05,涨跌停/封板,std
support_buildup_5m|lh,1560.3458194732666,949.3196134567261,0.0010309992386607018,0.0010871521083080724,-5.615286964737068e-05,其他,lh
overpay_regret_share_5m|lh,389.5802974700928,278.1282968521118,0.00025741536592475674,0.0003185099728445566,-6.109460691979988e-05,情绪/行为偏差,lh
premature_closure_persistence_5m|std,323.56450271606445,247.0435037612915,0.0002137953982986311,0.0002829119530986536,-6.91165548000225e-05,其他,std
prevent_defense_lead_passivation_5m|mean,865.3919048309326,560.8793020248413,0.0005718081106693492,0.0006423138288298536,-7.050571816050448e-05,其他,mean
round_number_size_at_price_anchor_5m|mean,808.5272979736328,529.1880979537964,0.0005342347947768458,0.0006060213527951442,-7.178655801829846e-05,情绪/行为偏差,mean
left_digit_barrier_buy_asym_5m|lh,475.85630226135254,337.497296333313,0.00031442227692125835,0.0003864988061512971,-7.207652923003877e-05,其他,lh
sunk_wait_hazard_slope_5m|lh,1491.9154949188232,925.5866012573242,0.00098578386932626,0.0010599732805630824,-7.418941123682249e-05,其他,lh
ultimatum_greedy_ask_rejection_5m|lh,1173.373803138733,741.9095029830933,0.0007753072957306515,0.0008496279534401832,-7.43206577095317e-05,其他,lh
rival_crossing_count_5m|lh,442.0141010284424,320.6414031982422,0.0002920610264405726,0.00036719559203936925,-7.513456559879667e-05,其他,lh
threshold_crossing_effort_asym_5m|std,616.3320026397705,424.38010025024414,0.00040724166242733084,0.00048599619577129386,-7.875453334396301e-05,其他,std
cue_revisit_relapse_surge_5m|mean,449.19129943847656,327.9653968811035,0.00029680336368665815,0.0003755829623840784,-7.877959869742027e-05,其他,mean
deindividuation_5m|lh,1028.0729007720947,662.2126007080078,0.0006792996557273044,0.0007583597924269576,-7.906013669965316e-05,情绪/行为偏差,lh
info_decoupled_cascade_5m|std,257.26749992370605,217.93279933929443,0.00016998962232809536,0.0002495746415777536,-7.958501924965825e-05,其他,std
drip_surcharge_neglect_5m|std,1595.9439058303833,990.8901977539062,0.001054520691068191,0.0011347583599030607,-8.02376688348698e-05,其他,std
kyle_side_asym_5m|mean,509.40379905700684,364.789098739624,0.00033658880130555655,0.00041775312777803645,-8.116432647247991e-05,其他,mean
tail_gamble_skew_5m|lh,377.9449939727783,288.95090103149414,0.00024972733363242365,0.0003309039198190184,-8.117658618659473e-05,大单/分单,lh
threshold_crossing_effort_asym_5m|mean,490.1982002258301,355.9370002746582,0.00032389869278868274,0.000407615785862076,-8.371709307339326e-05,其他,mean
wash_intensity_5m|std,305.145601272583,255.16609954833984,0.00020162510045298662,0.00029221387524336703,-9.058877479038041e-05,其他,std
board_break_reseal_aggression_5m|lh,0.0,79.31370067596436,0.0,9.082932205900388e-05,-9.082932205900388e-05,涨跌停/封板,lh
order_aggression_ratio_orders_5m|std,714.4803991317749,491.8476028442383,0.00047209326185878556,0.0005632593605133173,-9.116609865453176e-05,侵略性/主动,std
