域,口径,n,IR均值,IRsd,IR最差,IR最好,变异系数,净20均值,净20最差,IR>3占比,SE3
csi1000,原始,20,2.9572084957654114,0.12221246584366055,2.6342417316555884,3.120978844151703,0.04132696968058332,4.965236698562228,4.47056562345453,0.45,0.07055940005316537
csi1000,风格中性,20,3.4550019445824263,0.15921812314893374,3.156176572549416,3.739111479391136,0.04608336715948707,3.7390538122220485,3.37732705396373,1.0,0.09192462625990389
gz2000,原始,20,3.541169994473209,0.06528561630274497,3.462927693970701,3.686208192133145,0.018436171210260404,4.232709141976975,4.14327501708661,1.0,0.03769266814660043
gz2000,风格中性,20,3.7647713737986512,0.11615650563955551,3.455224955626231,3.914659383541497,0.030853535077311665,3.1269329280088387,2.90645915441969,1.0,0.06706298979912366
