feat,gain_down,gain_up,share_down,share_up,下尾偏好,family,agg
size_ladder_geometry_5m|std,1483.1190795898438,499.45490074157715,0.0006538401802432764,0.0004794196877907761,0.00017442049245250027,大单/分单,std
frame_break_withdrawal_5m|std,1398.6364974975586,464.61950302124023,0.0006165956275550908,0.00044598168272894854,0.0001706139448261423,撤单/犹豫,std
round_number_size_at_price_anchor_5m|mean,1363.9261951446533,470.7928981781006,0.0006012934238014998,0.0004519074373352537,0.00014938598646624607,情绪/行为偏差,mean
liq_percolation_5m|mean,4845.953184127808,2078.894706726074,0.0021363617709218917,0.001995501595376666,0.00014086017554522552,其他,mean
range_pressure_asym_5m|lh,1102.4559059143066,359.7050018310547,0.0004860229890863653,0.00034527573844720755,0.00014074725063915774,其他,lh
single_order_footprint_regret_5m|lh,1224.9314098358154,424.8553991317749,0.0005400169041141265,0.0004078126823974628,0.00013220422171666372,情绪/行为偏差,lh
exec_backloading_buy_5m|std,664.0648059844971,172.16129779815674,0.000292756163961019,0.00016525519224558146,0.00012750097171543753,其他,std
l1_replenish_amt_5m|lh,803.640100479126,251.66290092468262,0.0003542886039152771,0.00024156765547938625,0.00011272094843589082,其他,lh
order_aggression_ratio_orders_5m|lh,867.4007015228271,283.8999013900757,0.0003823977715826247,0.00027251149580507453,0.00010988627577755017,侵略性/主动,lh
burst_homog_5m|lh,1718.566089630127,677.5703954696655,0.000757638127151931,0.0006503902293681076,0.0001072478977838234,其他,lh
clock_grid_alignment_5m|mean,1094.851303100586,395.8671016693115,0.0004826704633567545,0.00037998722608818315,0.00010268323726857133,其他,mean
liquidity_vacuum_jump_share_5m|lh,965.5949993133545,336.67819690704346,0.0004256872000916125,0.00032317263442100335,0.00010251456567060915,流动性/枯竭,lh
cancel_reprice_chase_skew_5m|mean,1327.8364124298096,505.63410091400146,0.0005853830694948585,0.000485351014549332,0.00010003205494552654,撤单/犹豫,mean
downlimit_capitulation_vs_defense_5m|std,1008.3619956970215,359.1884021759033,0.00044454123616246763,0.00034477986175239934,9.976137441006829e-05,涨跌停/封板,std
